,Bird.Code,Day,Month,Month,Year,Full date,Region,molt.size
66991,70087,23,10,Oct,2014,10/23/2014,North Coast,1
67035,70131,19,10,Oct,2014,10/19/2014,Oregon South,1
67043,70139,19,10,Oct,2014,10/19/2014,Oregon South,1
67058,70154,19,10,Oct,2014,10/19/2014,Oregon South,1
67072,70168,6,10,Oct,2014,10/6/2014,South Coast,1
67099,70195,25,9,Sep,2014,9/25/2014,Oregon North,1
67112,70208,2,10,Oct,2014,10/2/2014,Oregon North,1
67160,70256,1,9,Sep,2014,9/1/2014,Oregon South,1
67184,70280,9,10,Oct,2014,10/9/2014,Humboldt,1
67232,70328,26,10,Oct,2014,10/26/2014,Oregon North,1
67268,70372,12,10,Oct,2014,10/12/2014,Oregon North,1
67269,70375,12,10,Oct,2014,10/12/2014,Oregon North,1
67377,70509,30,9,Sep,2014,9/30/2014,Oregon South,1
67388,70522,7,9,Sep,2014,9/7/2014,South Coast,1
67398,70532,3,11,Nov,2014,11/3/2014,Humboldt,1
67444,70600,24,9,Sep,2014,9/24/2014,Puget Sound,1
67462,70637,27,10,Oct,2014,10/27/2014,Oregon South,1
67487,70687,31,8,Aug,2014,8/31/2014,South Coast,1
67563,70764,31,10,Oct,2014,10/31/2014,Oregon North,1
67784,70986,27,9,Sep,2014,9/27/2014,Oregon North,1
67864,71066,24,9,Sep,2014,9/24/2014,South Coast,1
68765,71985,19,11,Nov,2014,11/19/2014,South Coast,1
68775,71995,19,11,Nov,2014,11/19/2014,South Coast,1
68776,71996,19,11,Nov,2014,11/19/2014,South Coast,1
69123,72349,12,11,Nov,2014,11/12/2014,South Coast,1
69245,72475,7,11,Nov,2014,11/7/2014,North Coast,1
70325,73580,29,9,Sep,2014,9/29/2014,Oregon North,1
70331,73586,29,9,Sep,2014,9/29/2014,Oregon North,1
70625,73932,29,8,Aug,2014,8/29/2014,South Coast,1
72049,75559,7,11,Nov,2014,11/7/2014,Humboldt,1
74290,78017,20,8,Aug,2014,8/20/2014,Oregon North,1
75430,79540,21,9,Sep,2014,9/21/2014,Oregon North,1
76289,80439,27,8,Aug,2014,8/27/2014,South Coast,1
76327,80477,20,11,Nov,2014,11/20/2014,Humboldt,1
79635,84428,15,8,Aug,2014,8/15/2014,Oregon North,1
79711,84525,28,10,Oct,2014,10/28/2014,Strait,1
82011,86969,23,7,Jul,2015,7/23/2015,Oregon North,1
82014,86972,23,7,Jul,2015,7/23/2015,Oregon North,1
82015,86973,23,7,Jul,2015,7/23/2015,Oregon North,1
82047,87005,26,7,Jul,2015,7/26/2015,South Coast,1
82121,87079,27,7,Jul,2015,7/27/2015,South Coast,1
82260,87218,3,8,Aug,2015,8/3/2015,Oregon South,1
82272,87231,6,8,Aug,2015,8/6/2015,South Coast,1
82351,87310,10,8,Aug,2015,8/10/2015,South Coast,1
82358,87318,10,8,Aug,2015,8/10/2015,South Coast,1
82428,87389,9,8,Aug,2015,8/9/2015,South Coast,1
82498,87461,15,8,Aug,2015,8/15/2015,South Coast,1
82502,87465,15,8,Aug,2015,8/15/2015,South Coast,1
82523,87486,17,8,Aug,2015,8/17/2015,North Coast,1
82555,87518,15,8,Aug,2015,8/15/2015,Oregon North,1
82587,87557,17,8,Aug,2015,8/17/2015,Oregon North,1
82588,87558,17,8,Aug,2015,8/17/2015,Oregon North,1
82661,87659,19,8,Aug,2015,8/19/2015,South Coast,1
82696,87694,19,8,Aug,2015,8/19/2015,Oregon North,1
82700,87698,20,8,Aug,2015,8/20/2015,North Coast,1
82763,87761,19,8,Aug,2015,8/19/2015,Humboldt,1
82826,87826,19,8,Aug,2015,8/19/2015,North Coast,1
82868,87868,9,8,Aug,2015,8/9/2015,South Coast,1
82895,87895,23,8,Aug,2015,8/23/2015,Oregon North,1
82909,87911,27,7,Jul,2015,7/27/2015,South Coast,1
82954,87957,20,8,Aug,2015,8/20/2015,Humboldt,1
82969,87972,21,8,Aug,2015,8/21/2015,Oregon North,1
82977,87980,21,8,Aug,2015,8/21/2015,Oregon North,1
82978,87981,21,8,Aug,2015,8/21/2015,Oregon North,1
83006,88009,19,8,Aug,2015,8/19/2015,North Coast,1
83031,88034,25,8,Aug,2015,8/25/2015,North Coast,1
83049,88052,25,8,Aug,2015,8/25/2015,North Coast,1
83088,88091,24,8,Aug,2015,8/24/2015,Oregon North,1
83099,88102,25,8,Aug,2015,8/25/2015,Humboldt,1
83144,88147,25,8,Aug,2015,8/25/2015,South Coast,1
83156,88159,27,8,Aug,2015,8/27/2015,North Coast,1
83228,88231,30,8,Aug,2015,8/30/2015,Oregon North,1
83232,88235,30,8,Aug,2015,8/30/2015,Oregon North,1
83233,88236,30,8,Aug,2015,8/30/2015,Oregon North,1
83244,88247,30,8,Aug,2015,8/30/2015,Oregon North,1
83269,88274,27,8,Aug,2015,8/27/2015,South Coast,1
83272,88277,27,8,Aug,2015,8/27/2015,South Coast,1
83273,88278,27,8,Aug,2015,8/27/2015,South Coast,1
83283,88288,27,8,Aug,2015,8/27/2015,South Coast,1
83304,88311,28,8,Aug,2015,8/28/2015,North Coast,1
83316,88323,24,8,Aug,2015,8/24/2015,South Coast,1
83334,88341,24,8,Aug,2015,8/24/2015,South Coast,1
83351,88358,22,8,Aug,2015,8/22/2015,South Coast,1
83353,88360,22,8,Aug,2015,8/22/2015,South Coast,1
83441,88449,1,9,Sep,2015,9/1/2015,Oregon North,1
83443,88451,1,9,Sep,2015,9/1/2015,Oregon North,1
83464,88474,1,9,Sep,2015,9/1/2015,Oregon North,1
83468,88478,1,9,Sep,2015,9/1/2015,Oregon North,1
83469,88479,1,9,Sep,2015,9/1/2015,Oregon North,1
83474,88484,25,8,Aug,2015,8/25/2015,South Coast,1
83477,88487,25,8,Aug,2015,8/25/2015,South Coast,1
83482,88492,25,8,Aug,2015,8/25/2015,South Coast,1
83484,88494,1,9,Sep,2015,9/1/2015,Oregon South,1
83487,88497,25,8,Aug,2015,8/25/2015,South Coast,1
83494,88504,1,9,Sep,2015,9/1/2015,Oregon South,1
83497,88507,1,9,Sep,2015,9/1/2015,Oregon South,1
83502,88512,1,9,Sep,2015,9/1/2015,Oregon South,1
83506,88516,1,9,Sep,2015,9/1/2015,Oregon South,1
83510,88520,27,8,Aug,2015,8/27/2015,North Coast,1
83519,88529,1,9,Sep,2015,9/1/2015,Oregon North,1
83537,88549,23,8,Aug,2015,8/23/2015,Oregon South,1
83581,88600,12,8,Aug,2015,8/12/2015,Oregon South,1
83583,88602,12,8,Aug,2015,8/12/2015,Oregon South,1
83602,88621,25,8,Aug,2015,8/25/2015,North Coast,1
83684,88703,4,9,Sep,2015,9/4/2015,Oregon South,1
83720,88739,4,9,Sep,2015,9/4/2015,Oregon North,1
83735,88754,2,9,Sep,2015,9/2/2015,Oregon North,1
83753,88772,2,9,Sep,2015,9/2/2015,Oregon North,1
83756,88775,2,9,Sep,2015,9/2/2015,Oregon North,1
83764,88783,2,9,Sep,2015,9/2/2015,Oregon North,1
83831,88861,9,9,Sep,2015,9/9/2015,South Coast,1
83833,88863,9,9,Sep,2015,9/9/2015,South Coast,1
83846,88876,9,9,Sep,2015,9/9/2015,South Coast,1
83858,88890,12,9,Sep,2015,9/12/2015,Oregon North,1
83859,88891,12,9,Sep,2015,9/12/2015,Oregon North,1
83861,88893,12,9,Sep,2015,9/12/2015,Oregon North,1
83862,88894,12,9,Sep,2015,9/12/2015,Oregon North,1
83864,88896,12,9,Sep,2015,9/12/2015,Oregon North,1
83871,88903,11,9,Sep,2015,9/11/2015,Oregon North,1
83879,88911,11,9,Sep,2015,9/11/2015,Oregon North,1
83881,88913,11,9,Sep,2015,9/11/2015,Oregon North,1
83928,88987,12,9,Sep,2015,9/12/2015,Oregon North,1
83931,88990,12,9,Sep,2015,9/12/2015,Oregon North,1
83933,88992,12,9,Sep,2015,9/12/2015,Oregon North,1
83939,88998,13,9,Sep,2015,9/13/2015,Humboldt,1
83949,89008,14,9,Sep,2015,9/14/2015,Humboldt,1
83951,89010,14,9,Sep,2015,9/14/2015,Humboldt,1
83952,89011,14,9,Sep,2015,9/14/2015,Humboldt,1
83953,89012,14,9,Sep,2015,9/14/2015,Humboldt,1
83968,89028,3,9,Sep,2015,9/3/2015,Mendocino,1
83969,89029,3,9,Sep,2015,9/3/2015,Mendocino,1
83976,89037,30,8,Aug,2015,8/30/2015,Oregon South,1
84006,89067,27,7,Jul,2015,7/27/2015,Oregon North,1
84051,89112,8,9,Sep,2015,9/8/2015,Oregon North,1
84052,89113,8,9,Sep,2015,9/8/2015,Oregon North,1
84053,89114,8,9,Sep,2015,9/8/2015,Oregon North,1
84054,89115,8,9,Sep,2015,9/8/2015,Oregon North,1
84056,89117,8,9,Sep,2015,9/8/2015,Oregon North,1
84057,89118,8,9,Sep,2015,9/8/2015,Oregon North,1
84059,89120,8,9,Sep,2015,9/8/2015,Oregon North,1
84060,89121,8,9,Sep,2015,9/8/2015,Oregon North,1
84085,89147,12,8,Aug,2015,8/12/2015,North Coast,1
84109,89171,14,9,Sep,2015,9/14/2015,Oregon North,1
84110,89172,14,9,Sep,2015,9/14/2015,Oregon North,1
84111,89173,14,9,Sep,2015,9/14/2015,Oregon North,1
84116,89178,14,9,Sep,2015,9/14/2015,Oregon North,1
84119,89181,14,9,Sep,2015,9/14/2015,Oregon North,1
84121,89183,14,9,Sep,2015,9/14/2015,Oregon North,1
84124,89186,15,9,Sep,2015,9/15/2015,Oregon North,1
84133,89196,14,9,Sep,2015,9/14/2015,Oregon North,1
84162,89227,18,9,Sep,2015,9/18/2015,Oregon South,1
84206,89271,14,9,Sep,2015,9/14/2015,Oregon North,1
84212,89277,14,9,Sep,2015,9/14/2015,Oregon North,1
84221,89286,14,9,Sep,2015,9/14/2015,Oregon North,1
84236,89301,17,9,Sep,2015,9/17/2015,Oregon North,1
84237,89302,17,9,Sep,2015,9/17/2015,Oregon North,1
84242,89307,17,9,Sep,2015,9/17/2015,Oregon North,1
84247,89312,17,9,Sep,2015,9/17/2015,Oregon North,1
84262,89327,17,9,Sep,2015,9/17/2015,Oregon North,1
84265,89330,6,9,Sep,2015,9/6/2015,North Coast,1
84268,89333,6,9,Sep,2015,9/6/2015,North Coast,1
84269,89334,6,9,Sep,2015,9/6/2015,North Coast,1
84270,89335,6,9,Sep,2015,9/6/2015,North Coast,1
84311,89376,14,9,Sep,2015,9/14/2015,Oregon North,1
84317,89382,14,9,Sep,2015,9/14/2015,Oregon North,1
84318,89383,14,9,Sep,2015,9/14/2015,Oregon North,1
84320,89385,14,9,Sep,2015,9/14/2015,Oregon North,1
84321,89386,14,9,Sep,2015,9/14/2015,Oregon North,1
84323,89388,14,9,Sep,2015,9/14/2015,Oregon North,1
84356,89421,22,9,Sep,2015,9/22/2015,South Coast,1
84358,89423,1,9,Sep,2015,9/1/2015,Oregon South,1
84368,89433,1,9,Sep,2015,9/1/2015,Oregon South,1
84386,89451,17,9,Sep,2015,9/17/2015,Oregon North,1
84387,89452,17,9,Sep,2015,9/17/2015,Oregon North,1
84391,89456,10,9,Sep,2015,9/10/2015,Humboldt,1
84437,89502,22,9,Sep,2015,9/22/2015,South Coast,1
84443,89508,22,9,Sep,2015,9/22/2015,South Coast,1
84452,89517,22,9,Sep,2015,9/22/2015,North Coast,1
84456,89521,22,9,Sep,2015,9/22/2015,North Coast,1
84478,89543,18,9,Sep,2015,9/18/2015,North Coast,1
84512,89578,20,9,Sep,2015,9/20/2015,Humboldt,1
84513,89579,22,9,Sep,2015,9/22/2015,Mendocino,1
84562,89628,22,9,Sep,2015,9/22/2015,Oregon North,1
84571,89637,22,9,Sep,2015,9/22/2015,Oregon North,1
84572,89638,22,9,Sep,2015,9/22/2015,Oregon North,1
84573,89639,22,9,Sep,2015,9/22/2015,Oregon North,1
84576,89642,22,9,Sep,2015,9/22/2015,Oregon North,1
84582,89648,19,9,Sep,2015,9/19/2015,Oregon North,1
84602,89668,18,9,Sep,2015,9/18/2015,Humboldt,1
84607,89673,19,9,Sep,2015,9/19/2015,Oregon North,1
84609,89675,19,9,Sep,2015,9/19/2015,Oregon North,1
84610,89676,19,9,Sep,2015,9/19/2015,Oregon North,1
84612,89678,19,9,Sep,2015,9/19/2015,Oregon North,1
84615,89682,24,9,Sep,2015,9/24/2015,Humboldt,1
84616,89683,24,9,Sep,2015,9/24/2015,Humboldt,1
84657,89724,26,9,Sep,2015,9/26/2015,Oregon North,1
84664,89731,27,9,Sep,2015,9/27/2015,Puget Sound,1
84687,89754,21,9,Sep,2015,9/21/2015,South Coast,1
84689,89756,21,9,Sep,2015,9/21/2015,South Coast,1
84693,89760,27,9,Sep,2015,9/27/2015,Oregon North,1
84696,89763,28,9,Sep,2015,9/28/2015,North Coast,1
84698,89765,28,9,Sep,2015,9/28/2015,North Coast,1
84700,89767,28,9,Sep,2015,9/28/2015,North Coast,1
84721,89788,19,9,Sep,2015,9/19/2015,Oregon North,1
84724,89791,19,9,Sep,2015,9/19/2015,Oregon North,1
84725,89792,19,9,Sep,2015,9/19/2015,Oregon North,1
84726,89793,19,9,Sep,2015,9/19/2015,Oregon North,1
84732,89799,19,9,Sep,2015,9/19/2015,Oregon North,1
84733,89800,19,9,Sep,2015,9/19/2015,Oregon North,1
84778,89848,5,8,Aug,2015,8/5/2015,South Coast,1
84791,89861,22,8,Aug,2015,8/22/2015,North Coast,1
84848,89918,28,9,Sep,2015,9/28/2015,Humboldt,1
84855,89925,11,9,Sep,2015,9/11/2015,Oregon North,1
84862,89932,11,9,Sep,2015,9/11/2015,Oregon North,1
84866,89936,11,9,Sep,2015,9/11/2015,Oregon North,1
84875,89947,23,8,Aug,2015,8/23/2015,South Coast,1
84932,90005,28,8,Aug,2015,8/28/2015,South Coast,1
84935,90008,28,8,Aug,2015,8/28/2015,South Coast,1
84938,90011,28,8,Aug,2015,8/28/2015,South Coast,1
85000,90073,21,9,Sep,2015,9/21/2015,North Coast,1
85002,90075,21,9,Sep,2015,9/21/2015,North Coast,1
85012,90085,21,9,Sep,2015,9/21/2015,North Coast,1
85018,90091,22,9,Sep,2015,9/22/2015,South Coast,1
85025,90098,22,9,Sep,2015,9/22/2015,South Coast,1
85027,90100,22,9,Sep,2015,9/22/2015,South Coast,1
85039,90112,20,8,Aug,2015,8/20/2015,South Coast,1
85097,90170,30,8,Aug,2015,8/30/2015,Oregon North,1
85102,90175,26,8,Aug,2015,8/26/2015,South Coast,1
85143,90217,18,9,Sep,2015,9/18/2015,Humboldt,1
85147,90221,29,9,Sep,2015,9/29/2015,Oregon North,1
85151,90225,29,9,Sep,2015,9/29/2015,Oregon North,1
85152,90226,29,9,Sep,2015,9/29/2015,Oregon North,1
85215,90291,4,10,Oct,2015,10/4/2015,Oregon South,1
85232,90308,4,10,Oct,2015,10/4/2015,Oregon South,1
85244,90321,23,9,Sep,2015,9/23/2015,North Coast,1
85276,90353,26,9,Sep,2015,9/26/2015,South Coast,1
85277,90354,28,9,Sep,2015,9/28/2015,Oregon South,1
85280,90357,28,9,Sep,2015,9/28/2015,Oregon South,1
85282,90359,28,9,Sep,2015,9/28/2015,Oregon South,1
85365,90443,28,9,Sep,2015,9/28/2015,Oregon North,1
85366,90444,28,9,Sep,2015,9/28/2015,Oregon North,1
85409,90488,27,9,Sep,2015,9/27/2015,North Coast,1
85418,90497,27,9,Sep,2015,9/27/2015,North Coast,1
85436,90516,3,10,Oct,2015,10/3/2015,Oregon North,1
85441,90521,3,10,Oct,2015,10/3/2015,Oregon North,1
85442,90522,3,10,Oct,2015,10/3/2015,Oregon North,1
85472,90572,21,9,Sep,2015,9/21/2015,North Coast,1
85475,90575,21,9,Sep,2015,9/21/2015,North Coast,1
85480,90580,21,9,Sep,2015,9/21/2015,North Coast,1
85483,90583,21,9,Sep,2015,9/21/2015,North Coast,1
85489,90589,21,9,Sep,2015,9/21/2015,North Coast,1
85492,90592,21,9,Sep,2015,9/21/2015,North Coast,1
85504,90605,3,10,Oct,2015,10/3/2015,Oregon North,1
85505,90606,3,10,Oct,2015,10/3/2015,Oregon North,1
85532,90642,3,10,Oct,2015,10/3/2015,Oregon North,1
85536,90656,3,10,Oct,2015,10/3/2015,Oregon North,1
85543,90670,3,10,Oct,2015,10/3/2015,Oregon North,1
85593,90720,3,10,Oct,2015,10/3/2015,Humboldt,1
85594,90721,3,10,Oct,2015,10/3/2015,Humboldt,1
85612,90739,19,8,Aug,2015,8/19/2015,South Coast,1
85640,90779,25,9,Sep,2015,9/25/2015,South Coast,1
85674,90813,9,10,Oct,2015,10/9/2015,Oregon North,1
85675,90814,9,10,Oct,2015,10/9/2015,Oregon North,1
85741,90880,21,9,Sep,2015,9/21/2015,South Coast,1
85744,90883,21,9,Sep,2015,9/21/2015,South Coast,1
85748,90887,21,9,Sep,2015,9/21/2015,South Coast,1
85802,90941,28,9,Sep,2015,9/28/2015,Strait,1
85804,90943,26,9,Sep,2015,9/26/2015,Oregon North,1
85807,90946,26,9,Sep,2015,9/26/2015,Oregon North,1
85811,90950,26,9,Sep,2015,9/26/2015,Oregon North,1
85830,90969,26,9,Sep,2015,9/26/2015,Oregon South,1
85836,90975,26,9,Sep,2015,9/26/2015,Oregon North,1
85845,90984,18,9,Sep,2015,9/18/2015,Oregon North,1
85850,90989,18,9,Sep,2015,9/18/2015,Oregon North,1
85851,90990,18,9,Sep,2015,9/18/2015,Oregon North,1
85852,90991,18,9,Sep,2015,9/18/2015,Oregon North,1
85860,90999,10,10,Oct,2015,10/10/2015,Oregon North,1
85881,91021,12,8,Aug,2015,8/12/2015,South Coast,1
85910,91053,27,9,Sep,2015,9/27/2015,South Coast,1
85924,91069,27,9,Sep,2015,9/27/2015,South Coast,1
85928,91073,27,9,Sep,2015,9/27/2015,South Coast,1
85930,91075,27,9,Sep,2015,9/27/2015,South Coast,1
85942,91087,20,9,Sep,2015,9/20/2015,Oregon South,1
85945,91090,20,9,Sep,2015,9/20/2015,Oregon South,1
85953,91098,4,10,Oct,2015,10/4/2015,Oregon South,1
85956,91101,4,10,Oct,2015,10/4/2015,Oregon South,1
85976,91121,3,10,Oct,2015,10/3/2015,Humboldt,1
85983,91128,6,10,Oct,2015,10/6/2015,Oregon North,1
85996,91141,3,10,Oct,2015,10/3/2015,Humboldt,1
86056,91204,19,9,Sep,2015,9/19/2015,Oregon North,1
86059,91207,19,9,Sep,2015,9/19/2015,Oregon North,1
86082,91230,5,10,Oct,2015,10/5/2015,Oregon South,1
86105,91253,4,10,Oct,2015,10/4/2015,Oregon South,1
86106,91254,4,10,Oct,2015,10/4/2015,Oregon South,1
86140,91289,12,10,Oct,2015,10/12/2015,Oregon North,1
86148,91297,12,10,Oct,2015,10/12/2015,Oregon North,1
86150,91299,12,10,Oct,2015,10/12/2015,Oregon North,1
86163,91312,12,10,Oct,2015,10/12/2015,Oregon North,1
86179,91329,15,10,Oct,2015,10/15/2015,Humboldt,1
86181,91331,7,9,Sep,2015,9/7/2015,South Coast,1
86182,91332,7,9,Sep,2015,9/7/2015,South Coast,1
86183,91333,7,9,Sep,2015,9/7/2015,South Coast,1
86186,91336,5,10,Oct,2015,10/5/2015,South Coast,1
86187,91337,5,10,Oct,2015,10/5/2015,South Coast,1
86213,91363,27,9,Sep,2015,9/27/2015,North Coast,1
86216,91366,27,9,Sep,2015,9/27/2015,North Coast,1
86219,91369,27,9,Sep,2015,9/27/2015,North Coast,1
86239,91390,5,10,Oct,2015,10/5/2015,Oregon North,1
86241,91392,5,10,Oct,2015,10/5/2015,Oregon North,1
86243,91394,5,10,Oct,2015,10/5/2015,Oregon North,1
86264,91415,15,10,Oct,2015,10/15/2015,Humboldt,1
86271,91422,19,9,Sep,2015,9/19/2015,South Coast,1
86272,91423,19,9,Sep,2015,9/19/2015,South Coast,1
86274,91425,16,10,Oct,2015,10/16/2015,Oregon South,1
86280,91431,19,9,Sep,2015,9/19/2015,South Coast,1
86281,91432,19,9,Sep,2015,9/19/2015,South Coast,1
86282,91433,19,9,Sep,2015,9/19/2015,South Coast,1
86283,91434,19,9,Sep,2015,9/19/2015,South Coast,1
86303,91459,27,8,Aug,2015,8/27/2015,South Coast,1
86309,91465,27,8,Aug,2015,8/27/2015,South Coast,1
86356,91512,29,8,Aug,2015,8/29/2015,Humboldt,1
86367,91523,23,8,Aug,2015,8/23/2015,North Coast,1
86369,91525,23,8,Aug,2015,8/23/2015,North Coast,1
86375,91531,23,8,Aug,2015,8/23/2015,North Coast,1
86393,91551,27,9,Sep,2015,9/27/2015,Oregon North,1
86394,91552,27,9,Sep,2015,9/27/2015,Oregon North,1
86396,91554,27,9,Sep,2015,9/27/2015,Oregon North,1
86397,91555,27,9,Sep,2015,9/27/2015,Oregon North,1
86398,91556,27,9,Sep,2015,9/27/2015,Oregon North,1
86404,91563,9,9,Sep,2015,9/9/2015,Humboldt,1
86407,91566,9,9,Sep,2015,9/9/2015,Humboldt,1
86413,91572,17,9,Sep,2015,9/17/2015,Oregon North,1
86415,91574,17,9,Sep,2015,9/17/2015,Oregon North,1
86427,91586,20,10,Oct,2015,10/20/2015,North Coast,1
86473,91633,20,10,Oct,2015,10/20/2015,Oregon North,1
86476,91636,20,10,Oct,2015,10/20/2015,Oregon North,1
86485,91645,20,10,Oct,2015,10/20/2015,Oregon North,1
86502,91662,19,10,Oct,2015,10/19/2015,North Coast,1
86513,91743,23,10,Oct,2015,10/23/2015,South Coast,1
86556,91786,19,9,Sep,2015,9/19/2015,Oregon North,1
86558,91788,19,9,Sep,2015,9/19/2015,Oregon North,1
86560,91790,19,9,Sep,2015,9/19/2015,Oregon North,1
86571,91801,19,9,Sep,2015,9/19/2015,Oregon North,1
86572,91802,19,9,Sep,2015,9/19/2015,Oregon North,1
86574,91804,19,9,Sep,2015,9/19/2015,Oregon North,1
86577,91807,19,9,Sep,2015,9/19/2015,Oregon North,1
86582,91812,19,9,Sep,2015,9/19/2015,Oregon North,1
86590,91820,24,10,Oct,2015,10/24/2015,Oregon North,1
86624,91855,29,9,Sep,2015,9/29/2015,North Coast,1
86678,91909,8,10,Oct,2015,10/8/2015,North Coast,1
86684,91915,8,10,Oct,2015,10/8/2015,North Coast,1
86692,91923,8,10,Oct,2015,10/8/2015,North Coast,1
86707,91949,18,10,Oct,2015,10/18/2015,Oregon North,1
86752,91995,30,9,Sep,2015,9/30/2015,Humboldt,1
86755,91998,30,9,Sep,2015,9/30/2015,Humboldt,1
86756,91999,30,9,Sep,2015,9/30/2015,Humboldt,1
86762,92005,26,10,Oct,2015,10/26/2015,Oregon North,1
86770,92013,25,9,Sep,2015,9/25/2015,Oregon North,1
86771,92014,25,9,Sep,2015,9/25/2015,Oregon North,1
86774,92017,25,9,Sep,2015,9/25/2015,Oregon North,1
86775,92018,25,9,Sep,2015,9/25/2015,Oregon North,1
86776,92019,25,9,Sep,2015,9/25/2015,Oregon North,1
86808,92052,27,10,Oct,2015,10/27/2015,Mendocino,1
86824,92069,8,9,Sep,2015,9/8/2015,South Coast,1
86854,92100,7,9,Sep,2015,9/7/2015,South Coast,1
86858,92104,7,9,Sep,2015,9/7/2015,South Coast,1
86863,92109,15,8,Aug,2015,8/15/2015,North Coast,1
86867,92113,15,8,Aug,2015,8/15/2015,North Coast,1
86869,92115,15,8,Aug,2015,8/15/2015,North Coast,1
86876,92122,15,8,Aug,2015,8/15/2015,North Coast,1
86880,92126,15,8,Aug,2015,8/15/2015,North Coast,1
86895,92141,27,9,Sep,2015,9/27/2015,North Coast,1
86896,92142,27,9,Sep,2015,9/27/2015,North Coast,1
86898,92144,27,9,Sep,2015,9/27/2015,North Coast,1
86901,92147,27,9,Sep,2015,9/27/2015,North Coast,1
86902,92148,27,9,Sep,2015,9/27/2015,North Coast,1
86943,92233,14,10,Oct,2015,10/14/2015,Humboldt,1
86955,92245,14,10,Oct,2015,10/14/2015,Humboldt,1
87046,92336,18,8,Aug,2015,8/18/2015,South Coast,1
87064,92355,16,10,Oct,2015,10/16/2015,Humboldt,1
87082,92381,29,9,Sep,2015,9/29/2015,Oregon North,1
87126,92427,30,10,Oct,2015,10/30/2015,Humboldt,1
87148,92454,2,9,Sep,2015,9/2/2015,North Coast,1
87150,92456,3,10,Oct,2015,10/3/2015,Humboldt,1
87247,92560,4,9,Sep,2015,9/4/2015,Mendocino,1
87252,92565,3,10,Oct,2015,10/3/2015,Mendocino,1
87254,92567,23,9,Sep,2015,9/23/2015,Oregon North,1
87256,92569,23,9,Sep,2015,9/23/2015,Oregon North,1
87259,92572,23,9,Sep,2015,9/23/2015,Oregon North,1
87260,92573,23,9,Sep,2015,9/23/2015,Oregon North,1
87261,92574,23,9,Sep,2015,9/23/2015,Oregon North,1
87295,92609,15,10,Oct,2015,10/15/2015,North Coast,1
87308,92622,10,8,Aug,2015,8/10/2015,South Coast,1
87548,92875,15,10,Oct,2015,10/15/2015,Mendocino,1
87549,92876,15,10,Oct,2015,10/15/2015,Mendocino,1
87569,92900,30,9,Sep,2015,9/30/2015,Humboldt,1
87606,92937,10,11,Nov,2015,11/10/2015,South Coast,1
87745,93104,3,11,Nov,2015,11/3/2015,North Coast,1
87856,93216,1,11,Nov,2015,11/1/2015,Humboldt,1
87896,93256,26,11,Nov,2015,11/26/2015,Humboldt,1
87910,93270,22,9,Sep,2015,9/22/2015,Oregon North,1
87911,93271,22,9,Sep,2015,9/22/2015,Oregon North,1
87918,93278,22,9,Sep,2015,9/22/2015,Oregon North,1
87919,93279,22,9,Sep,2015,9/22/2015,Oregon North,1
87922,93282,22,9,Sep,2015,9/22/2015,Oregon North,1
87927,93287,22,9,Sep,2015,9/22/2015,Oregon North,1
87928,93288,22,9,Sep,2015,9/22/2015,Oregon North,1
87931,93291,22,9,Sep,2015,9/22/2015,Oregon North,1
87947,93307,23,9,Sep,2015,9/23/2015,Oregon North,1
87950,93310,23,9,Sep,2015,9/23/2015,Oregon North,1
87957,93317,23,9,Sep,2015,9/23/2015,Oregon North,1
87985,93347,2,9,Sep,2015,9/2/2015,North Coast,1
87986,93348,2,9,Sep,2015,9/2/2015,North Coast,1
88008,93370,22,9,Sep,2015,9/22/2015,Oregon North,1
88077,93441,1,10,Oct,2015,10/1/2015,North Coast,1
88103,93489,26,10,Oct,2015,10/26/2015,Oregon North,1
88123,93513,10,9,Sep,2015,9/10/2015,Oregon South,1
88128,93518,10,9,Sep,2015,9/10/2015,Oregon South,1
88346,93740,27,10,Oct,2015,10/27/2015,North Coast,1
88350,93744,27,10,Oct,2015,10/27/2015,North Coast,1
88352,93746,27,10,Oct,2015,10/27/2015,North Coast,1
88412,93807,29,11,Nov,2015,11/29/2015,Mendocino,1
88432,93827,27,10,Oct,2015,10/27/2015,North Coast,1
88533,93929,26,9,Sep,2015,9/26/2015,South Coast,1
88535,93931,26,9,Sep,2015,9/26/2015,South Coast,1
88600,94007,2,11,Nov,2015,11/2/2015,Oregon North,1
88810,94239,24,10,Oct,2015,10/24/2015,Humboldt,1
88836,94265,8,9,Sep,2015,9/8/2015,South Coast,1
88839,94268,28,9,Sep,2015,9/28/2015,Strait,1
89025,94462,31,8,Aug,2015,8/31/2015,Oregon North,1
89027,94464,31,8,Aug,2015,8/31/2015,Oregon North,1
89032,94469,31,8,Aug,2015,8/31/2015,Oregon North,1
89034,94471,31,8,Aug,2015,8/31/2015,Oregon North,1
89047,94484,31,8,Aug,2015,8/31/2015,Oregon North,1
89048,94485,31,8,Aug,2015,8/31/2015,Oregon North,1
89049,94486,31,8,Aug,2015,8/31/2015,Oregon North,1
89052,94489,30,9,Sep,2015,9/30/2015,Oregon North,1
89056,94493,30,9,Sep,2015,9/30/2015,Oregon North,1
89057,94494,30,9,Sep,2015,9/30/2015,Oregon North,1
89061,94498,30,9,Sep,2015,9/30/2015,Oregon North,1
89062,94499,30,9,Sep,2015,9/30/2015,Oregon North,1
